chain,merchant_id,city,product_type,product_item,order_num,quantity,transaction_time,order_status,price
Starbucks,CHI101,Chicago,Sandwich,VeggieDelight,4,1,2025-12-15T14:56:30.121494,COMPLETE,6.41
McDonalds,SF001,San Francisco,Combo,PremiumCombo,7,1,2025-12-15T14:56:30.081928,COMPLETE,11.96
McDonalds,NYC003,New York,Combo,KidsMeal,3,1,2025-12-15T14:56:30.123968,COMPLETE,6.54
Starbucks,NYC101,New York,Combo,ChickenCombo,5,1,2025-12-15T14:56:30.028305,COMPLETE,9.8
Chipotle,LA401,Los Angeles,Combo,ValueMealA,4,2,2025-12-15T14:56:30.121803,COMPLETE,16.53
McDonalds,NYC001,New York,Sandwich,VeggieDelight,5,1,2025-12-15T14:56:30.189213,COMPLETE,6.53
Starbucks,SF101,San Francisco,Dessert,ApplePie,8,1,2025-12-15T14:56:30.262883,COMPLETE,2.7
McDonalds,NYC001,New York,Dessert,IceCream,6,1,2025-12-15T14:56:30.191281,COMPLETE,3.37
McDonalds,DAL001,Dallas,Dessert,VanillaSundae,5,1,2025-12-15T14:56:30.014896,COMPLETE,3.8
Burger King,SEA201,Seattle,Drinks,ColdBrew,5,1,2025-12-15T14:56:31.059245,COMPLETE,4.94
Burger King,SF201,San Francisco,Dessert,Cookie,4,1,2025-12-15T14:56:31.086363,COMPLETE,1.85
Burger King,DAL201,Dallas,Combo,PremiumCombo,3,1,2025-12-15T14:56:31.062781,COMPLETE,10.98
Chipotle,SEA401,Seattle,Drinks,ColdBrew,3,1,2025-12-15T14:56:31.058138,COMPLETE,4.86
McDonalds,NYC004,New York,Dessert,IceCream,4,2,2025-12-15T14:56:31.016540,COMPLETE,6.32
Starbucks,CHI101,Chicago,Sandwich,QuarterPounder,5,1,2025-12-15T14:56:31.049925,COMPLETE,7.93
KFC,NYC301,New York,Combo,KidsMeal,8,1,2025-12-15T14:56:31.012999,COMPLETE,7.03
Chipotle,NYC401,New York,Combo,DoubleChickenCombo,4,1,2025-12-15T14:56:31.072264,COMPLETE,12.83
KFC,MIA301,Miami,Dessert,VanillaSundae,5,2,2025-12-15T14:56:31.054239,COMPLETE,8.12
Starbucks,DAL101,Dallas,Drinks,Latte,5,2,2025-12-15T14:56:31.040966,COMPLETE,9.01
Burger King,CHI201,Chicago,Dessert,CheesecakeSlice,2,1,2025-12-15T14:56:31.090023,COMPLETE,4.92
Chipotle,PHI401,Philadelphia,Drinks,Coke,6,1,2025-12-15T14:56:31.056606,COMPLETE,2.41
McDonalds,SF001,San Francisco,Dessert,Donut,8,1,2025-12-15T14:56:31.007861,COMPLETE,1.89
KFC,NYC301,New York,Sandwich,GrilledChicken,9,3,2025-12-15T14:56:31.066844,COMPLETE,21.27
Starbucks,MIA101,Miami,Sandwich,SpicyChicken,4,2,2025-12-15T14:56:31.094510,COMPLETE,14.09
McDonalds,NYC003,New York,Combo,ValueMealA,4,3,2025-12-15T14:56:31.075748,COMPLETE,25.57
Burger King,SF201,San Francisco,Dessert,BlueberryMuffin,5,1,2025-12-15T14:56:31.100547,COMPLETE,2.8
Starbucks,DAL101,Dallas,Dessert,Donut,6,2,2025-12-15T14:56:31.116214,COMPLETE,4.15
Starbucks,NYC102,New York,Combo,KidsMeal,7,2,2025-12-15T14:56:31.081490,COMPLETE,14.8
KFC,LA301,Los Angeles,Drinks,IcedCoffee,4,1,2025-12-15T14:56:31.086223,COMPLETE,4.01
Chipotle,SF401,San Francisco,Drinks,MatchaLatte,5,1,2025-12-15T14:56:31.099930,FAILED,5.2
Starbucks,SEA101,Seattle,Dessert,Brownie,6,2,2025-12-15T14:56:31.018776,COMPLETE,5.77
Burger King,PHI201,Philadelphia,Dessert,BlueberryMuffin,5,1,2025-12-15T14:56:31.004018,COMPLETE,3.02
McDonalds,SF001,San Francisco,Combo,PremiumCombo,9,1,2025-12-15T14:56:31.052542,COMPLETE,11.65
McDonalds,DAL001,Dallas,Sandwich,BigMac,6,1,2025-12-15T14:56:31.074395,COMPLETE,7.73
KFC,NYC301,New York,Combo,BurgerFriesDrink,10,1,2025-12-15T14:56:31.147825,COMPLETE,10.22
McDonalds,NYC003,New York,Combo,BurgerFriesDrink,5,1,2025-12-15T14:56:31.139404,COMPLETE,11.02
KFC,LA301,Los Angeles,Sandwich,QuarterPounder,5,1,2025-12-15T14:56:31.101141,COMPLETE,7.97
Starbucks,DAL101,Dallas,Combo,ValueMealB,7,1,2025-12-15T14:56:31.179997,COMPLETE,9.41
Burger King,DAL201,Dallas,Dessert,BlueberryMuffin,4,1,2025-12-15T14:56:31.141335,COMPLETE,2.88
McDonalds,NYC003,New York,Dessert,Brownie,6,1,2025-12-15T14:56:31.157391,COMPLETE,2.9
KFC,DEN301,Denver,Sandwich,VeggieDelight,7,1,2025-12-15T14:56:31.097912,COMPLETE,5.66
Burger King,CHI202,Chicago,Sandwich,GrilledChicken,9,1,2025-12-15T14:56:31.065570,COMPLETE,7.12
Burger King,PHI201,Philadelphia,Combo,DoubleChickenCombo,6,2,2025-12-15T14:56:31.101278,COMPLETE,23.54
McDonalds,NYC003,New York,Sandwich,TurkeyClub,7,1,2025-12-15T14:56:31.198424,COMPLETE,6.59
Burger King,ATL201,Atlanta,Drinks,Milkshake,7,1,2025-12-15T14:56:31.037947,COMPLETE,4.71
McDonalds,CHI001,Chicago,Dessert,ChocolateSundae,12,1,2025-12-15T14:56:31.081018,COMPLETE,3.85
Burger King,LA201,Los Angeles,Combo,FamilyBucket,8,2,2025-12-15T14:56:31.013875,COMPLETE,36.58
Starbucks,SF101,San Francisco,Drinks,MatchaLatte,9,1,2025-12-15T14:56:31.040668,COMPLETE,5.05
KFC,PHO301,Phoenix,Sandwich,BLT,9,1,2025-12-15T14:56:31.066910,COMPLETE,6.29
KFC,SEA301,Seattle,Drinks,IcedCoffee,5,1,2025-12-15T14:56:31.045793,COMPLETE,4.18
Starbucks,DAL101,Dallas,Dessert,BlueberryMuffin,8,1,2025-12-15T14:56:31.210965,COMPLETE,3.06
McDonalds,CHI001,Chicago,Drinks,Coke,13,1,2025-12-15T14:56:31.180660,COMPLETE,2.6
KFC,PHO301,Phoenix,Dessert,CheesecakeSlice,10,1,2025-12-15T14:56:31.131674,COMPLETE,4.8
Burger King,LA201,Los Angeles,Dessert,IceCream,9,1,2025-12-15T14:56:31.087864,COMPLETE,3.31
KFC,SEA301,Seattle,Dessert,VanillaSundae,6,1,2025-12-15T14:56:31.128003,COMPLETE,4.05
Starbucks,LA101,Los Angeles,Sandwich,BLT,7,1,2025-12-15T14:56:31.039691,COMPLETE,6.56
Chipotle,NYC401,New York,Dessert,IceCream,5,1,2025-12-15T14:56:31.112949,COMPLETE,3.33
Burger King,LA201,Los Angeles,Combo,ValueMealA,10,1,2025-12-15T14:56:31.097921,COMPLETE,9.14
KFC,SF301,San Francisco,Sandwich,CrispyChicken,4,2,2025-12-15T14:56:31.066462,COMPLETE,13.55
Starbucks,BOS101,Boston,Combo,PremiumCombo,5,1,2025-12-15T14:56:31.005376,COMPLETE,12.29
Burger King,LA201,Los Angeles,Sandwich,GrilledChicken,11,2,2025-12-15T14:56:31.177220,COMPLETE,13.21
Burger King,SEA201,Seattle,Drinks,Latte,6,1,2025-12-15T14:56:31.104260,COMPLETE,4.32
KFC,MIA301,Miami,Combo,FamilyBucket,6,1,2025-12-15T14:56:31.146988,COMPLETE,18.15
Burger King,CHI202,Chicago,Drinks,IcedCoffee,10,4,2025-12-15T14:56:31.113266,COMPLETE,16.04
Starbucks,BOS101,Boston,Sandwich,QuarterPounder,6,2,2025-12-15T14:56:31.094360,COMPLETE,15.99
KFC,NYC301,New York,Combo,DoubleChickenCombo,11,1,2025-12-15T14:56:31.191038,COMPLETE,12.25
McDonalds,SF001,San Francisco,Dessert,ApplePie,10,1,2025-12-15T14:56:31.138599,COMPLETE,2.47
Chipotle,ATL401,Atlanta,Drinks,ColdBrew,3,2,2025-12-15T14:56:31.076380,COMPLETE,9.5
KFC,SF301,San Francisco,Dessert,BlueberryMuffin,5,1,2025-12-15T14:56:31.158013,COMPLETE,3.12
KFC,SF301,San Francisco,Dessert,VanillaSundae,6,1,2025-12-15T14:56:31.198590,COMPLETE,4.09
Burger King,PHI201,Philadelphia,Combo,DoubleChickenCombo,7,1,2025-12-15T14:56:31.189111,COMPLETE,13.13
KFC,DAL301,Dallas,Dessert,BlueberryMuffin,9,2,2025-12-15T14:56:31.068995,COMPLETE,6.0
McDonalds,SF001,San Francisco,Dessert,Cookie,11,1,2025-12-15T14:56:31.186125,COMPLETE,1.76
McDonalds,MIA001,Miami,Sandwich,BBQBeef,3,3,2025-12-15T14:56:32.025166,COMPLETE,24.28
Starbucks,NYC102,New York,Combo,KidsMeal,8,4,2025-12-15T14:56:32.013256,COMPLETE,26.85
Burger King,SF201,San Francisco,Dessert,BlueberryMuffin,6,1,2025-12-15T14:56:32.004947,COMPLETE,3.09
KFC,SF301,San Francisco,Dessert,ChocolateSundae,7,1,2025-12-15T14:56:32.049377,COMPLETE,3.83
McDonalds,SEA001,Seattle,Dessert,ChocolateSundae,4,1,2025-12-15T14:56:32.021697,COMPLETE,4.21
KFC,MIA301,Miami,Dessert,VanillaSundae,7,1,2025-12-15T14:56:32.031133,COMPLETE,3.94
Chipotle,ATL401,Atlanta,Combo,ValueMealA,4,1,2025-12-15T14:56:32.058841,COMPLETE,9.03
Starbucks,NYC102,New York,Dessert,BlueberryMuffin,9,1,2025-12-15T14:56:32.074730,COMPLETE,3.05
Chipotle,MIA401,Miami,Drinks,DietCoke,6,2,2025-12-15T14:56:32.057749,COMPLETE,5.46
Burger King,LA201,Los Angeles,Combo,ValueMealA,12,1,2025-12-15T14:56:32.054874,COMPLETE,8.72
Chipotle,ATL401,Atlanta,Drinks,MatchaLatte,5,1,2025-12-15T14:56:32.091609,COMPLETE,5.46
McDonalds,NYC003,New York,Combo,ValueMealB,8,1,2025-12-15T14:56:32.013446,COMPLETE,9.25
KFC,MIA301,Miami,Drinks,IcedCoffee,8,2,2025-12-15T14:56:32.052145,COMPLETE,7.64
Starbucks,SF102,San Francisco,Dessert,ChocolateChipCookie,7,1,2025-12-15T14:56:32.012021,COMPLETE,2.1
Chipotle,BOS401,Boston,Drinks,MatchaLatte,8,2,2025-12-15T14:56:32.003495,COMPLETE,11.37
Burger King,CHI201,Chicago,Sandwich,BBQBeef,3,1,2025-12-15T14:56:32.010696,COMPLETE,7.49
Starbucks,BOS101,Boston,Sandwich,BLT,7,1,2025-12-15T14:56:32.093677,COMPLETE,6.22
KFC,SF301,San Francisco,Drinks,DietCoke,8,1,2025-12-15T14:56:32.111302,COMPLETE,2.39
KFC,DAL301,Dallas,Combo,ValueMealA,10,2,2025-12-15T14:56:32.080654,COMPLETE,17.35
McDonalds,NYC001,New York,Drinks,Coke,7,2,2025-12-15T14:56:32.019597,FAILED,4.91
Burger King,PHI201,Philadelphia,Sandwich,QuarterPounder,8,2,2025-12-15T14:56:32.037762,COMPLETE,15.2
Starbucks,SF101,San Francisco,Sandwich,TurkeyClub,10,1,2025-12-15T14:56:32.081633,COMPLETE,6.94
Burger King,LA201,Los Angeles,Drinks,IcedCoffee,13,1,2025-12-15T14:56:32.125135,COMPLETE,3.95
McDonalds,NYC001,New York,Dessert,ApplePie,8,1,2025-12-15T14:56:32.057774,COMPLETE,2.64
Burger King,CHI201,Chicago,Dessert,BlueberryMuffin,4,1,2025-12-15T14:56:32.035247,COMPLETE,2.95
KFC,CHI301,Chicago,Sandwich,CrispyChicken,7,1,2025-12-15T14:56:32.068951,COMPLETE,6.53
Burger King,MIA201,Miami,Dessert,CheesecakeSlice,5,1,2025-12-15T14:56:32.051177,COMPLETE,4.65
Chipotle,CHI401,Chicago,Combo,HealthyCombo,10,1,2025-12-15T14:56:32.033246,COMPLETE,11.25
KFC,PHO301,Phoenix,Drinks,Coke,11,1,2025-12-15T14:56:32.096068,COMPLETE,2.5
KFC,SF301,San Francisco,Combo,ValueMealA,9,1,2025-12-15T14:56:32.154885,COMPLETE,9.01
McDonalds,LA001,Los Angeles,Dessert,ApplePie,5,1,2025-12-15T14:56:32.022949,COMPLETE,2.68
Chipotle,SF401,San Francisco,Combo,ChickenCombo,6,1,2025-12-15T14:56:32.082802,COMPLETE,10.53
McDonalds,MIA001,Miami,Drinks,OrangeJuice,4,2,2025-12-15T14:56:32.085154,COMPLETE,6.93
McDonalds,NYC002,New York,Dessert,ChocolateSundae,7,1,2025-12-15T14:56:32.005492,COMPLETE,3.87
Starbucks,LA101,Los Angeles,Sandwich,TurkeyClub,8,2,2025-12-15T14:56:32.071176,COMPLETE,15.05
Burger King,SEA201,Seattle,Sandwich,BBQBeef,7,1,2025-12-15T14:56:32.046789,COMPLETE,7.44
Chipotle,CHI401,Chicago,Sandwich,VeggieDelight,11,1,2025-12-15T14:56:32.049561,COMPLETE,5.95
Chipotle,NYC401,New York,Dessert,Donut,6,1,2025-12-15T14:56:32.050678,COMPLETE,2.07
Starbucks,DAL101,Dallas,Drinks,Latte,9,3,2025-12-15T14:56:32.068062,COMPLETE,13.06
Starbucks,SF102,San Francisco,Combo,ValueMealB,8,2,2025-12-15T14:56:32.090985,COMPLETE,17.22
Chipotle,SF401,San Francisco,Sandwich,SpicyChicken,7,1,2025-12-15T14:56:32.125783,COMPLETE,6.71
KFC,SF301,San Francisco,Dessert,ApplePie,10,1,2025-12-15T14:56:32.176727,COMPLETE,2.64
KFC,DAL301,Dallas,Drinks,Sprite,11,1,2025-12-15T14:56:32.126864,COMPLETE,2.65
KFC,LA301,Los Angeles,Drinks,Milkshake,6,4,2025-12-15T14:56:32.007518,COMPLETE,19.75
McDonalds,NYC004,New York,Dessert,ApplePie,5,1,2025-12-15T14:56:32.098290,COMPLETE,2.57
KFC,CHI301,Chicago,Dessert,Cookie,8,1,2025-12-15T14:56:32.157829,COMPLETE,1.89
Chipotle,NYC401,New York,Sandwich,CrispyChicken,7,1,2025-12-15T14:56:32.135240,COMPLETE,6.41
Starbucks,MIA101,Miami,Dessert,IceCream,5,1,2025-12-15T14:56:32.020111,COMPLETE,3.1
KFC,CHI301,Chicago,Dessert,IceCream,9,1,2025-12-15T14:56:32.167906,COMPLETE,3.3
Burger King,ATL201,Atlanta,Drinks,ColdBrew,8,1,2025-12-15T14:56:32.036528,COMPLETE,4.74
Starbucks,SF101,San Francisco,Dessert,Cookie,11,3,2025-12-15T14:56:32.149494,FAILED,5.13
Starbucks,BOS101,Boston,Dessert,Brownie,8,2,2025-12-15T14:56:32.185956,COMPLETE,6.29
Burger King,CHI202,Chicago,Dessert,ApplePie,11,1,2025-12-15T14:56:32.064382,COMPLETE,2.64
Starbucks,NYC101,New York,Sandwich,BBQBeef,6,1,2025-12-15T14:56:32.093502,COMPLETE,7.74
Burger King,CHI202,Chicago,Dessert,Cookie,12,4,2025-12-15T14:56:32.106271,COMPLETE,7.67
KFC,CHI301,Chicago,Sandwich,BLT,10,1,2025-12-15T14:56:32.207221,COMPLETE,6.65
Chipotle,SEA401,Seattle,Combo,KidsMeal,4,1,2025-12-15T14:56:32.022818,COMPLETE,7.12
Chipotle,NYC401,New York,Combo,ValueMealA,8,1,2025-12-15T14:56:32.153442,COMPLETE,9.33
Starbucks,SF101,San Francisco,Sandwich,SpicyChicken,12,1,2025-12-15T14:56:32.197847,FAILED,7.18
Burger King,LA201,Los Angeles,Dessert,Donut,14,2,2025-12-15T14:56:32.136435,COMPLETE,4.06
McDonalds,NYC004,New York,Drinks,Latte,6,1,2025-12-15T14:56:32.167193,COMPLETE,4.5
Burger King,CHI201,Chicago,Sandwich,GrilledChicken,5,1,2025-12-15T14:56:32.076800,COMPLETE,6.49
KFC,SEA301,Seattle,Dessert,ChocolateSundae,7,1,2025-12-15T14:56:32.016821,COMPLETE,4.06
Chipotle,CHI401,Chicago,Dessert,ChocolateChipCookie,12,2,2025-12-15T14:56:32.066473,COMPLETE,4.05
Burger King,CHI202,Chicago,Sandwich,TurkeyClub,13,1,2025-12-15T14:56:32.174179,COMPLETE,7.36
McDonalds,SEA001,Seattle,Dessert,ApplePie,5,1,2025-12-15T14:56:32.051249,COMPLETE,2.73
Starbucks,DAL101,Dallas,Combo,HealthyCombo,10,2,2025-12-15T14:56:32.078398,COMPLETE,20.35
Starbucks,SF101,San Francisco,Dessert,ApplePie,13,1,2025-12-15T14:56:32.279769,COMPLETE,2.48
Starbucks,SEA101,Seattle,Combo,ChickenCombo,7,1,2025-12-15T14:56:32.077569,COMPLETE,10.45
Chipotle,BOS401,Boston,Sandwich,ChipotleChicken,9,1,2025-12-15T14:56:32.082811,COMPLETE,7.41
Starbucks,DAL101,Dallas,Drinks,DietCoke,11,2,2025-12-15T14:56:32.082116,COMPLETE,5.37
McDonalds,SF001,San Francisco,Sandwich,TurkeyClub,12,1,2025-12-15T14:56:32.085344,COMPLETE,7.1
Starbucks,NYC101,New York,Dessert,Cookie,7,1,2025-12-15T14:56:32.158780,COMPLETE,1.83
Chipotle,DAL401,Dallas,Combo,ChickenCombo,7,1,2025-12-15T14:56:32.063300,COMPLETE,10.92
Starbucks,SF101,San Francisco,Combo,BurgerFriesDrink,14,2,2025-12-15T14:56:32.289333,COMPLETE,20.89
KFC,DAL301,Dallas,Drinks,Coke,12,1,2025-12-15T14:56:32.153605,COMPLETE,2.56
Starbucks,DAL101,Dallas,Drinks,IcedCoffee,12,1,2025-12-15T14:56:32.178349,COMPLETE,4.07
Chipotle,CHI401,Chicago,Sandwich,BigMac,13,1,2025-12-15T14:56:32.133972,COMPLETE,7.71
Burger King,PHI201,Philadelphia,Dessert,IceCream,9,1,2025-12-15T14:56:32.096691,COMPLETE,3.15
McDonalds,SEA001,Seattle,Sandwich,ChipotleChicken,6,1,2025-12-15T14:56:33.080658,COMPLETE,7.15
Burger King,CHI201,Chicago,Drinks,IcedCoffee,6,1,2025-12-15T14:56:33.042917,COMPLETE,3.75
Chipotle,PHI401,Philadelphia,Dessert,Brownie,7,1,2025-12-15T14:56:33.065308,COMPLETE,3.14
Burger King,DAL201,Dallas,Drinks,Latte,5,1,2025-12-15T14:56:33.011802,COMPLETE,4.35
Chipotle,BOS401,Boston,Drinks,ColdBrew,10,1,2025-12-15T14:56:33.076460,COMPLETE,4.68
Starbucks,MIA101,Miami,Sandwich,BigMac,6,1,2025-12-15T14:56:33.085755,COMPLETE,7.54
KFC,CHI301,Chicago,Drinks,Mocha,11,1,2025-12-15T14:56:33.056482,COMPLETE,5.33
McDonalds,LA001,Los Angeles,Dessert,CheesecakeSlice,6,2,2025-12-15T14:56:33.047964,COMPLETE,9.58
McDonalds,NYC003,New York,Drinks,Sprite,9,1,2025-12-15T14:56:33.072512,COMPLETE,2.45
Starbucks,CHI101,Chicago,Dessert,Cookie,6,1,2025-12-15T14:56:33.036663,COMPLETE,1.86
Chipotle,SF401,San Francisco,Drinks,Coke,8,3,2025-12-15T14:56:33.012672,COMPLETE,7.26
Burger King,NYC201,New York,Sandwich,TurkeyClub,8,1,2025-12-15T14:56:33.047920,COMPLETE,7.08
KFC,PHO301,Phoenix,Combo,ValueMealB,12,1,2025-12-15T14:56:33.005276,COMPLETE,9.04
McDonalds,NYC003,New York,Drinks,Sprite,10,1,2025-12-15T14:56:33.140581,COMPLETE,2.68
Burger King,LA201,Los Angeles,Drinks,ColdBrew,15,1,2025-12-15T14:56:33.080356,COMPLETE,4.61
Starbucks,LA101,Los Angeles,Drinks,Sprite,9,1,2025-12-15T14:56:33.039221,COMPLETE,2.65
KFC,NYC301,New York,Drinks,ColdBrew,12,1,2025-12-15T14:56:33.092895,COMPLETE,4.89
Burger King,PHI201,Philadelphia,Dessert,Brownie,10,1,2025-12-15T14:56:33.088317,COMPLETE,2.97
McDonalds,CHI001,Chicago,Combo,DoubleChickenCombo,14,3,2025-12-15T14:56:33.095069,COMPLETE,39.3
Chipotle,CHI401,Chicago,Combo,ValueMealB,14,1,2025-12-15T14:56:33.085929,FAILED,9.14
Chipotle,NYC401,New York,Sandwich,QuarterPounder,9,3,2025-12-15T14:56:33.006731,COMPLETE,22.14
Burger King,ATL201,Atlanta,Dessert,ChocolateSundae,9,1,2025-12-15T14:56:33.049832,COMPLETE,4.18
McDonalds,SEA001,Seattle,Combo,FamilyBucket,7,2,2025-12-15T14:56:33.172476,COMPLETE,39.34
McDonalds,CHI001,Chicago,Combo,ValueMealA,15,1,2025-12-15T14:56:33.149196,COMPLETE,8.61
KFC,DAL301,Dallas,Drinks,Latte,13,1,2025-12-15T14:56:33.061814,COMPLETE,4.43
Chipotle,CHI401,Chicago,Combo,PremiumCombo,15,2,2025-12-15T14:56:33.153913,COMPLETE,24.28
Starbucks,NYC101,New York,Combo,DoubleChickenCombo,8,1,2025-12-15T14:56:33.049391,COMPLETE,12.52
Starbucks,LA101,Los Angeles,Sandwich,BigMac,10,3,2025-12-15T14:56:33.110822,COMPLETE,22.4
Starbucks,MIA101,Miami,Sandwich,VeggieDelight,7,1,2025-12-15T14:56:33.176628,COMPLETE,6.26
Starbucks,SF102,San Francisco,Combo,BurgerFriesDrink,9,1,2025-12-15T14:56:33.073149,COMPLETE,10.36
Starbucks,SEA101,Seattle,Drinks,DietCoke,8,1,2025-12-15T14:56:33.037880,COMPLETE,2.49
KFC,MIA301,Miami,Sandwich,QuarterPounder,9,1,2025-12-15T14:56:33.045718,COMPLETE,7.48
Burger King,PHI201,Philadelphia,Combo,PremiumCombo,11,2,2025-12-15T14:56:33.104291,COMPLETE,22.79
Burger King,ATL201,Atlanta,Drinks,Latte,10,1,2025-12-15T14:56:33.095069,COMPLETE,4.66
Chipotle,BOS401,Boston,Dessert,ChocolateSundae,11,1,2025-12-15T14:56:33.170063,COMPLETE,3.78
McDonalds,SF001,San Francisco,Sandwich,GrilledChicken,13,1,2025-12-15T14:56:33.062793,COMPLETE,6.67
Starbucks,NYC101,New York,Dessert,ChocolateChipCookie,9,1,2025-12-15T14:56:33.140639,COMPLETE,2.13
Starbucks,SF102,San Francisco,Dessert,VanillaSundae,10,1,2025-12-15T14:56:33.104928,COMPLETE,3.89
McDonalds,NYC003,New York,Combo,KidsMeal,11,1,2025-12-15T14:56:33.147461,COMPLETE,7.06
McDonalds,CHI001,Chicago,Sandwich,VeggieDelight,16,1,2025-12-15T14:56:33.167214,COMPLETE,5.74
McDonalds,NYC001,New York,Drinks,Coke,9,3,2025-12-15T14:56:33.085575,COMPLETE,7.3
Chipotle,PHI401,Philadelphia,Dessert,CheesecakeSlice,8,2,2025-12-15T14:56:33.164386,COMPLETE,9.43
Chipotle,ATL401,Atlanta,Drinks,Latte,6,1,2025-12-15T14:56:33.011725,COMPLETE,4.08
KFC,SF301,San Francisco,Drinks,ColdBrew,11,1,2025-12-15T14:56:33.004888,COMPLETE,5.03
Chipotle,MIA401,Miami,Dessert,IceCream,7,2,2025-12-15T14:56:33.004763,COMPLETE,6.99
Chipotle,SF401,San Francisco,Dessert,Brownie,9,1,2025-12-15T14:56:33.050613,COMPLETE,3.22
Chipotle,CHI401,Chicago,Dessert,ChocolateSundae,16,1,2025-12-15T14:56:33.197827,COMPLETE,4.11
Starbucks,CHI101,Chicago,Combo,FamilyBucket,7,1,2025-12-15T14:56:33.054252,COMPLETE,19.53
Chipotle,SEA401,Seattle,Combo,FamilyBucket,5,1,2025-12-15T14:56:33.043343,COMPLETE,20.34
McDonalds,DAL001,Dallas,Drinks,Sprite,7,1,2025-12-15T14:56:33.001846,COMPLETE,2.64
KFC,HOU301,Houston,Combo,HealthyCombo,6,1,2025-12-15T14:56:33.025318,COMPLETE,10.77
McDonalds,DAL001,Dallas,Dessert,BlueberryMuffin,8,1,2025-12-15T14:56:33.057905,COMPLETE,2.88
Burger King,DAL201,Dallas,Drinks,ColdBrew,6,1,2025-12-15T14:56:33.030232,COMPLETE,4.58
Burger King,SEA201,Seattle,Drinks,Mocha,8,1,2025-12-15T14:56:33.030870,COMPLETE,4.9
Burger King,CHI202,Chicago,Dessert,CheesecakeSlice,14,1,2025-12-15T14:56:33.094749,COMPLETE,4.48
Burger King,ATL201,Atlanta,Drinks,OrangeJuice,11,1,2025-12-15T14:56:33.103211,COMPLETE,3.43
KFC,CHI301,Chicago,Sandwich,BLT,12,1,2025-12-15T14:56:33.122348,COMPLETE,6.52
Chipotle,PHI401,Philadelphia,Drinks,Coke,9,2,2025-12-15T14:56:33.179775,COMPLETE,4.98
KFC,SEA301,Seattle,Combo,HealthyCombo,8,2,2025-12-15T14:56:33.028721,COMPLETE,21.36
Chipotle,ATL401,Atlanta,Sandwich,CrispyChicken,7,1,2025-12-15T14:56:33.091120,COMPLETE,6.9
Starbucks,BOS101,Boston,Sandwich,VeggieDelight,9,1,2025-12-15T14:56:33.070453,COMPLETE,6.07
Chipotle,LA401,Los Angeles,Sandwich,BigMac,5,1,2025-12-15T14:56:33.098925,COMPLETE,7.16
KFC,NYC301,New York,Combo,ChickenCombo,13,2,2025-12-15T14:56:33.185139,COMPLETE,20.32
Starbucks,MIA101,Miami,Combo,ChickenCombo,8,1,2025-12-15T14:56:33.248409,COMPLETE,9.58
Chipotle,MIA401,Miami,Sandwich,BBQBeef,8,1,2025-12-15T14:56:33.047770,COMPLETE,7.39
Chipotle,SEA401,Seattle,Combo,SnackCombo,6,1,2025-12-15T14:56:33.119777,COMPLETE,7.11
Burger King,SF201,San Francisco,Sandwich,GrilledChicken,7,1,2025-12-15T14:56:33.059432,COMPLETE,7.23
McDonalds,LA001,Los Angeles,Dessert,IceCream,7,1,2025-12-15T14:56:33.108568,COMPLETE,3.12
KFC,CHI301,Chicago,Drinks,Mocha,13,2,2025-12-15T14:56:33.122743,COMPLETE,9.99
KFC,PHO301,Phoenix,Sandwich,BLT,13,1,2025-12-15T14:56:33.097076,COMPLETE,6.54
McDonalds,NYC004,New York,Drinks,Coke,7,1,2025-12-15T14:56:33.061875,COMPLETE,2.71
McDonalds,NYC002,New York,Combo,DoubleChickenCombo,8,1,2025-12-15T14:56:33.084085,COMPLETE,11.89
KFC,HOU301,Houston,Drinks,OrangeJuice,7,1,2025-12-15T14:56:33.075450,COMPLETE,3.57
Burger King,CHI202,Chicago,Dessert,ChocolateChipCookie,15,2,2025-12-15T14:56:33.184235,COMPLETE,3.92
Chipotle,ATL401,Atlanta,Drinks,Latte,8,1,2025-12-15T14:56:33.136702,COMPLETE,4.45
McDonalds,MIA001,Miami,Sandwich,VeggieDelight,5,4,2025-12-15T14:56:34.029188,COMPLETE,23.06
Chipotle,SF401,San Francisco,Combo,SnackCombo,10,1,2025-12-15T14:56:34.088276,FAILED,7.21
KFC,MIA301,Miami,Dessert,Brownie,10,1,2025-12-15T14:56:34.032441,COMPLETE,3.17
Burger King,LA201,Los Angeles,Combo,KidsMeal,16,1,2025-12-15T14:56:34.095030,COMPLETE,7.36
KFC,DEN301,Denver,Sandwich,BLT,8,1,2025-12-15T14:56:34.002050,COMPLETE,6.53
Starbucks,SF101,San Francisco,Drinks,Sprite,15,1,2025-12-15T14:56:34.078352,COMPLETE,2.39
KFC,CHI301,Chicago,Drinks,IcedCoffee,14,1,2025-12-15T14:56:34.052725,COMPLETE,4.09
Burger King,CHI202,Chicago,Drinks,MatchaLatte,16,1,2025-12-15T14:56:34.007398,COMPLETE,5.67
McDonalds,SEA001,Seattle,Sandwich,TurkeyClub,8,1,2025-12-15T14:56:34.095881,COMPLETE,7.35
Burger King,ATL201,Atlanta,Drinks,Milkshake,12,1,2025-12-15T14:56:34.042030,COMPLETE,4.73
Starbucks,SF101,San Francisco,Sandwich,VeggieDelight,16,1,2025-12-15T14:56:34.107324,COMPLETE,6.24
Burger King,CHI201,Chicago,Sandwich,TurkeyClub,7,1,2025-12-15T14:56:34.096365,COMPLETE,7.48
